ModelNickname,Estimator,Xvars,HyperParams,Scaler,Observations,Tuned,CrossValidated,DynamicallyTested,Integration,TestSetLength,TestSetRMSE,TestSetMAPE,TestSetMAE,TestSetR2,LastTestSetPrediction,LastTestSetActual,CILevel,CIPlusMinus,InSampleRMSE,InSampleMAPE,InSampleMAE,InSampleR2,ValidationSetLength,ValidationMetric,ValidationMetricValue,models,weights,LevelTestSetRMSE,LevelTestSetMAPE,LevelTestSetMAE,LevelTestSetR2,best_model,Series
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 4, 'weights': 'uniform'}",minmax,169,True,True,True,0,26,172052.51259706414,0.1488262905205139,133235.1723076923,0.09610488879879542,780610.68,986038.75,0.95,179228.5231148835,89951.6718222149,0.0757474905101556,61337.01940559441,0.567691849500031,,rmse,101782.73388428979,,,172052.51259706414,0.1488262905205139,133235.1723076923,0.09610488879879542,False,BaltimoreWashington-conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 3, 'epsilon': 0.01}",minmax,169,True,True,True,0,26,195100.83408401007,0.17001215218543594,151501.78400519385,-0.16228933026674452,744149.9678646022,986038.75,0.95,219899.7777643716,138803.4105645085,0.13175878857473433,103906.69601551251,-0.0293787992117982,,rmse,127307.49575892522,,,195100.83408401007,0.17001215218543594,151501.78400519385,-0.16228933026674452,False,BaltimoreWashington-conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,169,True,True,True,0,26,197942.48148596566,0.15881121636732096,146580.47423076924,-0.19639343098883932,668290.625,986038.75,0.95,8371.670360498765,4145.966393967413,0.004181369341859657,3140.262867132866,0.9990816113672677,,rmse,103095.01544409945,,,197942.48148596566,0.15881121636732096,146580.47423076924,-0.19639343098883932,False,BaltimoreWashington-conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 0.1, 'l1_ratio': 0.75}",minmax,169,True,True,True,0,26,216152.1932960754,0.18997679701367398,169974.9821417397,-0.4266429422825757,728994.057692566,986038.75,0.95,171576.77750737235,96823.71037169844,0.08837252329453253,70767.37350162135,0.4991145837291757,,rmse,89778.12553741179,,,216152.1932960754,0.18997679701367398,169974.9821417397,-0.4266429422825757,False,BaltimoreWashington-conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,False,,0,26,222364.73674267405,0.18301056749933922,169514.15039954873,-0.50982924130571,676921.7072579417,986038.75,0.95,129195.45191460388,69641.83964975932,0.06276232803254593,50255.168204144895,0.740871360802602,,,,"['elasticnet', 'knn', 'xgboost', 'gbt', 'mlp', 'svr', 'mlr']","(0.1950277250682294, 0.17702723900816486, 0.17505951917577425, 0.16591639501673483, 0.14821536129337862, 0.1387537604377181, 0.0)",222364.73674267405,0.18301056749933922,169514.15039954873,-0.50982924130571,False,BaltimoreWashington-conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},scale,169,True,True,True,0,26,226540.29820771172,0.20176152506913006,178072.3637917123,-0.567064724866539,682634.5889810754,986038.75,0.95,175492.97504565495,91405.62291083539,0.08072345300246457,65126.18434669532,0.5536035112389919,,rmse,219843.02758585682,,,226540.29820771172,0.20176152506913006,178072.3637917123,-0.567064724866539,False,BaltimoreWashington-conventional
prophet,prophet,[],{},,169,False,False,True,0,26,228919.71770632287,0.2141791625906557,189210.7055065101,-0.6001562872229649,673837.070110329,986038.75,0.95,170556.3796972456,93811.96049238656,0.09088827985781871,71251.36342603939,0.49638196371985277,,,,,,228919.71770632287,0.2141791625906557,189210.7055065101,-0.6001562872229649,False,BaltimoreWashington-conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,False,,0,26,239170.73910638326,0.21232669971890536,191835.24007285514,-0.746674943160776,654852.6581463946,986038.75,0.95,119080.53583935829,62906.212127285035,0.0568155313693691,45564.24699979381,0.7885722369725167,,,,"['elasticnet', 'knn', 'xgboost', 'gbt', 'mlp']",,239170.73910638326,0.21232669971890536,191835.24007285514,-0.746674943160776,False,BaltimoreWashington-conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",scale,169,True,True,True,0,26,504369.72698522394,0.5337427921409748,456613.83611648396,-6.767728226233047,315877.30950814846,986038.75,0.95,194580.08414195193,98623.51345143127,0.09431439068469513,73992.65154532374,0.48032014151021807,,rmse,120997.50989367224,,,504369.72698522394,0.5337427921409748,456613.83611648396,-6.767728226233047,False,BaltimoreWashington-conventional
prophet,prophet,[],{},,168,False,False,True,1,26,12182.453675475414,0.9154460809177926,8426.720422766864,0.046079698234505084,1175.9247802744137,12101.419999999998,0.95,11834.837802892558,5971.288286128924,2.0602911065371163,3853.6454683115076,0.10900739493265543,,,,,,28426.66374249923,0.6511838087681092,26617.4534730295,-4.636548259246763,True,BaltimoreWashington-organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'relu', 'hidden_layer_sizes': (25, 25), 'solver': 'adam', 'random_state': 20}",scale,168,True,True,True,1,26,12481.579419397889,0.9978189930412756,8744.494150476456,-0.0013401806778432501,121.08881357313535,12101.419999999998,0.95,13336.854966104856,6394.214386766884,1.0018464721803642,3869.675062131205,0.005746617412653476,,rmse,4035.466104567931,,,21052.42758176461,0.48750846371298545,19426.71808382831,-2.0914755019958955,False,BaltimoreWashington-organic
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,168,True,True,True,1,26,12484.172915704821,1.0038510240623018,8768.55793633533,-0.0017563526670441032,342.9470747137318,12101.419999999998,0.95,9505.162971750011,6414.463063773656,1.0725033533890649,3883.3813436013534,-0.0005603942311216414,,rmse,4048.5512894712815,,,24381.866077532162,0.567196821939585,22703.57035062317,-3.146630407856633,False,BaltimoreWashington-organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2, 'l1_ratio': 0}",minmax,168,True,True,True,1,26,12491.54405416272,1.0032347396833514,8774.72021932582,-0.0029396532751113646,534.2625005707386,12101.419999999998,0.95,14385.878149499886,6361.848088316376,1.1760669300780868,3870.7358994223405,0.01578658619938933,,rmse,4042.789741970515,,,25930.55278133159,0.6031641081603663,24248.967342090345,-3.6901312385329854,False,BaltimoreWashington-organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 19, 'weights': 'uniform'}",minmax,168,True,True,True,1,26,12515.692475620155,0.9845150566222038,8729.28293522267,-0.006821130151834387,305.20842105263165,12101.419999999998,0.95,11518.585029791071,6225.376520010943,1.4534301880877956,3865.6137249814674,0.05755950818003586,,rmse,4063.0122886620534,,,20520.89665072627,0.4758095486456669,19096.967793522264,-1.937339269397691,False,BaltimoreWashington-organic
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,168,False,False,,1,26,12631.045841508856,1.0134774876796906,8865.966947643868,-0.02546579101719182,685.6685424636389,12101.419999999998,0.95,12806.1041227288,5253.764092028094,1.0445226132638885,3302.8365757166252,0.3287816414742101,,,,"['mlp', 'elasticnet', 'svr', 'knn', 'gbt']",,26063.90072310096,0.606536265546594,24495.96573963237,-3.7384932972183096,False,BaltimoreWashington-organic
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,168,False,False,,1,26,12668.364335839604,1.0071044975018772,8842.319441067146,-0.03153423103986852,868.1326120893914,12101.419999999998,0.95,9244.37496296591,4442.082171159182,0.887830114214772,2797.77086185444,0.5201606428315428,,,,"['mlp', 'elasticnet', 'svr', 'knn', 'gbt', 'xgboost', 'mlr']","(0.16957894749373828, 0.16907145177371413, 0.16867220198339503, 0.16767011862055678, 0.1650988172984163, 0.15990846283017968, 0.0)",26660.6682005983,0.6191127740094314,25057.79800993464,-3.9579655541918273,False,BaltimoreWashington-organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,168,True,True,True,1,26,12999.594735770861,0.991392425091407,8743.847666831383,-0.0861809487366132,1860.0772705078125,12101.419999999998,0.95,348.1273410989948,177.90796813207274,0.09415300695807069,132.97591989329146,0.999230314172307,,rmse,4175.020233575724,,,30377.576264783915,0.6917397038292484,28294.745983640223,-5.436765461100635,False,BaltimoreWashington-organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},minmax,168,True,True,True,1,26,13236.93062223756,0.9798192997041831,9001.36997299869,-0.12620419249509518,1484.4969949954393,12101.419999999998,0.95,10242.242186876118,5359.604393842613,2.519558271525019,3703.3955698597906,0.3014650188509401,,rmse,6482.648757648979,,,32497.047315436343,0.7295609335198362,30135.020771922307,-6.3662974329077455,False,BaltimoreWashington-organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': 'sqrt'}",minmax,168,True,True,True,1,26,13447.808077523112,1.0779676249893204,9312.779496859062,-0.1623731225066256,2124.8359024079573,12101.419999999998,0.95,2665.98913021913,1354.343849729817,0.7412223169998207,1127.2412782804959,0.955395305382868,,rmse,4100.118569154913,,,40474.771887708725,0.9076340153156615,37596.89454229252,-10.42694835906995,False,BaltimoreWashington-organic
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,False,,0,26,14257.59649169826,0.15954841824283458,12797.94704285146,0.45769969428876,95110.70228742203,85839.98,0.95,18631.59562063467,9390.628609798405,0.09480614403666916,7566.6603019446875,0.777169243868636,,,,"['elasticnet', 'knn', 'gbt', 'xgboost', 'mlp', 'svr', 'mlr']","(0.169528184057023, 0.16923357060025515, 0.16828428043161195, 0.16700462763802684, 0.1645380932773824, 0.16141124399570067, 0.0)",14257.59649169826,0.15954841824283458,12797.94704285146,0.45769969428876,True,Boise-conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,False,,0,26,14267.421121617916,0.16019466999657647,12947.623858920813,0.4569520597926332,97256.98249052442,85839.98,0.95,14488.418714334895,7525.3882112804495,0.07529881948790644,6027.144419599304,0.8568986860257843,,,,"['elasticnet', 'knn', 'gbt', 'xgboost', 'mlp']",,14267.421121617916,0.16019466999657647,12947.623858920813,0.4569520597926332,False,Boise-conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 0.3, 'l1_ratio': 0.25}",minmax,169,True,True,True,0,26,14466.865687745028,0.16574749377393336,12802.436462460346,0.4416633850601892,99586.69337097101,85839.98,0.95,29059.316762028917,15030.87715773336,0.14484977725761586,11809.751876318098,0.4291073456545361,,rmse,18427.255229439656,,,14466.865687745028,0.16574749377393336,12802.436462460346,0.4416633850601892,False,Boise-conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 7, 'weights': 'distance'}",minmax,169,True,True,True,0,26,14533.562143832027,0.15861630337508711,12893.193756428976,0.4365033295509224,96072.90313532639,85839.98,0.95,0.0,0.0,0.0,0.0,1.0,,rmse,18674.398240095423,,,14533.562143832027,0.15861630337508711,12893.193756428976,0.4365033295509224,False,Boise-conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",minmax,169,True,True,True,0,26,15569.695093617285,0.1699548626539184,13331.966695322677,0.3532932025453479,96158.72860036514,85839.98,0.95,38165.380963625554,19893.31218160348,0.20486131143720604,16213.493902534643,-7.80486786311485e-13,,rmse,22613.303186162095,,,15569.695093617285,0.1699548626539184,13331.966695322677,0.3532932025453479,False,Boise-conventional
prophet,prophet,[],{},,169,False,False,True,0,26,16173.464559495666,0.19080002514972572,14754.502650336855,0.3021640599841553,97259.99189537056,85839.98,0.95,26114.107324928114,12869.739380724646,0.12662477531256702,10326.372056746464,0.5456721931598754,,,,,,16173.464559495666,0.19080002514972572,14754.502650336855,0.3021640599841553,False,Boise-conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},minmax,169,True,True,True,0,26,17077.122363094026,0.18467299741408538,13925.11035043601,0.22200538507593015,103650.42771084991,85839.98,0.95,29857.45498262038,13256.889144497522,0.1268870161119916,10571.201564670751,0.5559119842150153,,rmse,160639.71985515923,,,17077.122363094026,0.18467299741408538,13925.11035043601,0.22200538507593015,False,Boise-conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 2},minmax,169,True,True,True,0,26,17543.98767061158,0.1805804040043877,15014.000036057692,0.1788852808846606,91261.4375,85839.98,0.95,5536.526844300052,2689.4190169164017,0.02445609574831398,1991.0316805069926,0.9817230911076518,,rmse,20544.196314862842,,,17543.98767061158,0.1805804040043877,15014.000036057692,0.1788852808846606,False,Boise-conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': None}",minmax,169,True,True,True,0,26,17708.523611209148,0.17899694078619802,14693.905127214213,0.1634114427755603,103205.14984595955,85839.98,0.95,7318.19395560499,3102.5123690231176,0.030751832314715982,2470.68947292633,0.9756772404060762,,rmse,19470.7312821712,,,17708.523611209148,0.17899694078619802,14693.905127214213,0.1634114427755603,False,Boise-conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 3, 'epsilon': 0.01}",minmax,169,True,True,True,0,26,19273.81081572971,0.18528154221009,14572.788869409214,0.008980057555335486,83876.00275784192,85839.98,0.95,39154.75258387512,19789.916332074707,0.20272613400579098,16108.29830080408,0.010368021944413441,,rmse,25236.329825269742,,,19273.81081572971,0.18528154221009,14572.788869409214,0.008980057555335486,False,Boise-conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 13, 'weights': 'uniform'}",minmax,169,True,True,True,0,26,335.9026332434266,0.11674316398810416,259.05363905325436,0.5956038833812123,3220.4538461538464,3119.2,0.95,1847.1595050880717,1057.401708113042,0.3550215845378746,722.3252071005918,0.3108673912947957,,rmse,1433.7517062994755,,,335.9026332434266,0.11674316398810416,259.05363905325436,0.5956038833812123,True,Boise-organic
